"log_dt","shop_no","position","clk_cnt"
"2018-04-01","737154","1","3"
"2018-04-01","712784","1","1"
"2018-04-01","693243","2","2"
"2018-04-01","731048","3","1"
"2018-04-01","717072","3","3"
"2018-04-01","750985","3","1"
"2018-04-02","654746","0","1"
"2018-04-02","702915","1","3"
"2018-04-02","709162","4","1"
"2018-04-02","746539","2","2"
"2018-04-02","720044","1","1"
"2018-04-02","704114","0","4"
"2018-04-02","617559","3","1"
"2018-04-03","725475","4","3"
"2018-04-03","677265","4","2"
"2018-04-03","744483","0","2"
"2018-04-03","715863","2","2"
"2018-04-03","697901","1","2"
"2018-04-03","735581","4","5"
"2018-04-03","728892","1","1"
"2018-04-04","718802","1","7"
"2018-04-04","706178","4","3"
"2018-04-04","744496","1","1"
"2018-04-04","735922","0","2"
"2018-04-04","727984","1","1"
"2018-04-05","701947","4","1"
"2018-04-05","720003","2","3"
"2018-04-05","742726","3","2"
"2018-04-05","717175","0","2"
"2018-04-05","713869","4","1"
"2018-04-05","644861","3","2"
"2018-04-05","735609","4","1"
"2018-04-05","576853","2","1"
"2018-04-05","744062","4","1"
"2018-04-05","614625","2","1"
"2018-04-05","743771","1","2"
"2018-04-06","715820","3","3"
"2018-04-06","721226","1","7"
"2018-04-06","741103","0","3"
"2018-04-06","710849","1","2"
"2018-04-07","734094","4","1"
"2018-04-07","717930","4","5"
"2018-04-07","592176","3","2"
"2018-04-07","728523","0","4"
"2018-04-07","724183","0","4"
"2018-04-07","604474","0","4"
"2018-04-07","742345","3","4"
"2018-04-02","722951","1","1"
"2018-04-07","743739","0","1"
"2018-04-07","738085","4","1"
"2018-04-04","740889","2","1"
"2018-04-02","608634","1","1"
"2018-04-03","740767","2","3"
"2018-04-02","730974","2","1"
"2018-04-02","750279","1","1"
"2018-04-05","718879","3","2"
"2018-04-01","642465","1","4"
"2018-04-01","620055","4","1"
"2018-04-01","733528","0","3"
"2018-04-02","642476","3","4"
"2018-04-01","706214","1","1"
"2018-04-02","630815","4","2"
"2018-04-03","601160","4","2"
"2018-04-01","689511","4","3"
"2018-04-04","677794","3","1"
"2018-04-04","713986","0","1"
"2018-04-01","704228","2","1"
"2018-04-01","744589","4","2"
"2018-04-01","732393","2","1"
"2018-04-04","715545","4","3"
"2018-04-01","614403","1","1"
"2018-04-02","750279","0","2"
"2018-04-05","704114","0","6"
"2018-04-05","748097","0","2"
"2018-04-02","648226","2","1"
"2018-04-01","729497","0","1"
"2018-04-01","742686","4","1"
"2018-04-06","729615","0","1"
"2018-04-06","700720","4","2"
"2018-04-03","746059","2","1"
"2018-04-01","693671","4","2"
"2018-04-06","644601","3","1"
"2018-04-06","686422","1","1"
"2018-04-03","731797","1","1"
"2018-04-03","721274","2","1"
"2018-04-07","685211","4","3"
"2018-04-03","710523","3","1"
"2018-04-01","633059","0","1"
"2018-04-03","696243","1","1"
"2018-04-07","736483","4","1"
"2018-04-04","700716","1","2"
"2018-04-01","731803","3","2"
"2018-04-01","621707","2","2"
"2018-04-07","737840","0","2"
"2018-04-07","730540","3","3"
"2018-04-04","616583","2","1"
"2018-04-05","647044","4","1"
"2018-04-03","713869","3","2"
"2018-04-05","693673","1","5"
"2018-04-07","727854","1","1"
"2018-04-04","697901","2","1"
"2018-04-04","679253","2","2"
"2018-04-06","640263","0","1"
"2018-04-06","736720","2","3"
"2018-04-06","678630","0","3"
"2018-04-06","731624","3","3"
"2018-04-06","733868","4","2"
"2018-04-04","593303","0","1"
"2018-04-04","716916","3","2"
"2018-04-06","696554","0","2"
"2018-04-06","737261","0","4"
"2018-04-05","684380","3","1"
"2018-04-05","642586","1","1"
"2018-04-03","680064","1","1"
"2018-04-07","593303","2","1"
"2018-04-07","685559","4","5"
"2018-04-05","744108","1","1"
"2018-04-02","727695","0","1"
"2018-04-01","667925","4","1"
"2018-04-06","738906","2","1"
"2018-04-07","718795","2","1"
"2018-04-02","715580","2","1"
"2018-04-07","586227","3","1"
"2018-04-03","747882","4","1"
"2018-04-03","618677","4","1"
"2018-04-07","705307","0","1"
"2018-04-02","648472","0","1"
"2018-04-04","693676","2","1"
"2018-04-05","737423","0","1"
"2018-04-03","729357","3","1"
"2018-04-03","703801","2","1"
"2018-04-06","619256","0","1"
"2018-04-06","571725","3","1"
"2018-04-02","731905","2","1"
"2018-04-05","689401","4","1"
"2018-04-03","741338","3","1"
"2018-04-01","740767","3","7"
"2018-04-01","656402","1","1"
"2018-04-01","729626","3","3"
"2018-04-02","733573","0","2"
"2018-04-03","672893","4","1"
"2018-04-03","737049","2","1"
"2018-04-03","688778","0","4"
"2018-04-03","742396","2","3"
"2018-04-03","737335","4","1"
"2018-04-04","746554","1","2"
"2018-04-04","729452","4","3"
"2018-04-04","737335","3","4"
"2018-04-04","702915","2","1"
"2018-04-04","606811","4","1"
"2018-04-05","716309","0","1"
"2018-04-05","637831","1","1"
"2018-04-05","742406","2","2"
"2018-04-05","744802","4","2"
"2018-04-05","681289","4","3"
"2018-04-05","674572","3","1"
"2018-04-05","726679","1","2"
"2018-04-06","747391","1","2"
"2018-04-06","710834","1","2"
"2018-04-06","646316","2","6"
"2018-04-07","736720","4","4"
"2018-04-07","721238","2","3"
"2018-04-07","733573","2","4"
"2018-04-07","732426","2","2"
"2018-04-07","753688","2","9"
"2018-04-07","36235","2","3"
"2018-04-07","719333","1","2"
"2018-04-07","676029","2","1"
"2018-04-07","731116","3","1"
"2018-04-07","697320","0","4"
"2018-04-07","695386","0","3"
"2018-04-07","617862","4","1"
"2018-04-02","611281","4","2"
"2018-04-03","689159","0","1"
"2018-04-03","700715","0","3"
"2018-04-07","750116","2","3"
"2018-04-04","691778","0","3"
"2018-04-04","608542","0","2"
"2018-04-06","658268","4","1"
"2018-04-04","743424","3","1"
"2018-04-03","664446","4","3"
"2018-04-07","612258","3","3"
"2018-04-02","716226","4","2"
"2018-04-06","703180","2","1"
"2018-04-04","724114","4","2"
"2018-04-05","720668","1","1"
"2018-04-01","656688","4","1"
"2018-04-01","608413","1","4"
"2018-04-01","655270","4","1"
"2018-04-01","737261","2","3"
"2018-04-01","669093","3","2"
"2018-04-01","625100","2","4"
"2018-04-01","717647","0","1"
"2018-04-01","693095","1","2"
"2018-04-01","738442","4","1"
"2018-04-01","684519","4","1"
"2018-04-01","748271","1","1"
"2018-04-01","711323","2","1"
"2018-04-01","616098","0","5"
"2018-04-02","744956","0","1"
"2018-04-03","594404","0","5"
"2018-04-03","689061","0","2"
"2018-04-03","721666","2","1"
"2018-04-03","730975","3","1"
"2018-04-03","748097","4","2"
"2018-04-04","737910","4","1"
"2018-04-04","703277","3","1"
"2018-04-04","694618","0","2"
"2018-04-05","702087","0","2"
"2018-04-05","694218","2","2"
"2018-04-05","727205","1","3"
"2018-04-05","740848","3","1"
"2018-04-05","726129","4","1"
"2018-04-05","646276","0","1"
"2018-04-05","747882","3","4"
"2018-04-05","733594","0","4"
"2018-04-06","728265","0","2"
"2018-04-06","621003","0","1"
"2018-04-06","744356","2","1"
"2018-04-06","678625","2","2"
"2018-04-06","718802","2","1"
"2018-04-06","734356","0","3"
"2018-04-07","751930","0","2"
"2018-04-07","687017","1","1"
"2018-04-07","720858","2","2"
"2018-04-07","722383","0","2"
"2018-04-01","693095","2","1"
"2018-04-07","737840","4","2"
"2018-04-02","745564","3","1"
"2018-04-02","640266","0","2"
"2018-04-07","733641","2","4"
"2018-04-07","695386","1","2"
"2018-04-02","634631","1","1"
"2018-04-07","647140","1","1"
"2018-04-07","742801","1","2"
"2018-04-07","738935","1","1"
"2018-04-02","695202","2","2"
"2018-04-02","657928","0","1"
"2018-04-03","575316","4","2"
"2018-04-03","723078","2","2"
"2018-04-01","742801","1","2"
"2018-04-05","686244","3","1"
"2018-04-03","621327","0","1"
"2018-04-03","615308","4","2"
"2018-04-06","702532","0","1"
"2018-04-02","708892","2","1"
"2018-04-03","742423","4","2"
"2018-04-04","733538","3","1"
"2018-04-04","729357","3","3"
"2018-04-04","726226","2","1"
"2018-04-07","751654","1","1"
"2018-04-04","732018","0","1"
"2018-04-05","704114","1","4"
"2018-04-05","745768","0","2"
"2018-04-05","717175","4","1"
"2018-04-05","737400","4","1"
"2018-04-05","739344","4","2"
"2018-04-05","683303","1","1"
"2018-04-05","728120","1","3"
"2018-04-01","724239","0","1"
"2018-04-06","661702","0","1"
"2018-04-01","608316","4","1"
"2018-04-06","722264","2","1"
"2018-04-01","581400","0","1"
"2018-04-06","726312","4","3"
"2018-04-01","607502","1","1"
"2018-04-01","730100","4","1"
"2018-04-01","732933","1","1"
"2018-04-07","739382","0","2"
"2018-04-01","743739","3","1"
"2018-04-02","732432","1","2"
"2018-04-02","704228","2","1"
"2018-04-01","721202","1","3"
"2018-04-01","736969","4","1"
"2018-04-02","726637","2","1"
"2018-04-07","750579","0","3"
"2018-04-03","634173","2","1"
"2018-04-04","740852","4","1"
"2018-04-02","707574","0","1"
"2018-04-05","731293","3","1"
"2018-04-03","601552","0","1"
"2018-04-05","736011","0","1"
"2018-04-05","713738","0","2"
"2018-04-07","743821","2","1"
"2018-04-07","669092","0","1"
"2018-04-01","634379","0","1"
"2018-04-02","712511","4","1"
"2018-04-05","733673","2","1"
"2018-04-06","713027","3","1"
"2018-04-07","637991","0","2"
"2018-04-07","641977","4","1"
"2018-04-02","730733","4","1"
"2018-04-06","666507","3","1"
"2018-04-03","633406","1","1"
"2018-04-07","685755","2","1"
"2018-04-04","733571","1","1"
"2018-04-01","735303","0","1"
"2018-04-05","726627","2","1"
"2018-04-01","685314","3","1"
"2018-04-04","729516","1","1"
"2018-04-03","648220","3","1"
"2018-04-01","727965","4","2"
"2018-04-01","731624","3","6"
"2018-04-01","743534","1","3"
"2018-04-01","725176","0","4"
"2018-04-01","733434","3","2"
"2018-04-01","689777","2","1"
"2018-04-01","741916","4","1"
"2018-04-01","733467","2","3"
"2018-04-01","621213","3","1"
"2018-04-02","695507","3","1"
"2018-04-02","727384","2","1"
"2018-04-03","726160","1","3"
"2018-04-04","695570","1","1"
"2018-04-04","744496","0","2"
"2018-04-04","728120","1","2"
"2018-04-04","750143","0","2"
"2018-04-05","725092","2","6"
"2018-04-05","726120","3","1"
"2018-04-05","734592","2","1"
"2018-04-05","634770","2","5"
"2018-04-05","732105","3","4"
"2018-04-05","700720","1","1"
"2018-04-05","604514","0","3"
"2018-04-05","745038","3","3"
"2018-04-06","708325","1","1"
"2018-04-06","732018","4","1"
"2018-04-06","681288","0","3"
"2018-04-06","745124","2","4"
"2018-04-06","743424","2","3"
"2018-04-06","742986","3","1"
"2018-04-06","737183","1","6"
"2018-04-06","729135","0","1"
"2018-04-06","745652","2","1"
"2018-04-07","734356","2","1"
"2018-04-07","636877","0","3"
"2018-04-07","619948","3","2"
"2018-04-07","738920","1","1"
"2018-04-07","721895","4","2"
"2018-04-07","724915","2","1"
"2018-04-07","742423","1","2"
"2018-04-07","721238","0","3"
"2018-04-07","703150","3","2"
"2018-04-06","719755","2","1"
"2018-04-05","664446","0","2"
"2018-04-03","702098","3","3"
"2018-04-03","724608","4","1"
"2018-04-03","741110","3","1"
"2018-04-01","610959","2","2"
"2018-04-03","715506","1","3"
"2018-04-02","704098","3","2"
"2018-04-04","713026","2","2"
"2018-04-03","736720","0","2"
"2018-04-02","702687","0","1"
"2018-04-07","606382","3","2"
"2018-04-04","606826","4","1"
"2018-04-05","615731","4","3"
"2018-04-04","730977","4","1"
"2018-04-04","664442","4","2"
"2018-04-06","741175","3","2"
"2018-04-01","709648","0","1"
"2018-04-01","731905","3","3"
"2018-04-01","615308","0","1"
"2018-04-01","731957","2","4"
"2018-04-01","739382","0","3"
"2018-04-01","694013","4","4"
"2018-04-01","701953","4","4"
"2018-04-01","650841","0","1"
"2018-04-02","604601","1","1"
"2018-04-02","733166","3","1"
"2018-04-03","687753","2","2"
"2018-04-03","612258","1","2"
"2018-04-03","732669","3","1"
"2018-04-03","729592","1","1"
"2018-04-03","745749","1","1"
"2018-04-03","735066","2","1"
"2018-04-03","725383","1","1"
"2018-04-04","631833","1","3"
"2018-04-04","637991","1","1"
"2018-04-05","720044","3","2"
"2018-04-05","737804","2","1"
"2018-04-03","745995","3","1"
"2018-04-03","736011","0","2"
"2018-04-04","665534","0","1"
"2018-04-05","741175","4","1"
"2018-04-05","752255","3","3"
"2018-04-05","727842","2","2"
"2018-04-06","725293","4","1"
"2018-04-06","693671","3","2"
"2018-04-06","743130","4","1"
"2018-04-07","744208","0","2"
"2018-04-07","744068","3","1"
"2018-04-07","745994","0","2"
"2018-04-07","741373","1","1"
"2018-04-07","726435","0","2"
"2018-04-07","733127","3","1"
"2018-04-03","638022","3","1"
"2018-04-03","621327","2","1"
"2018-04-05","736821","4","1"
"2018-04-05","733166","1","1"
"2018-04-02","641981","2","1"
"2018-04-06","731940","0","1"
"2018-04-06","727384","4","1"
"2018-04-02","709317","4","1"
"2018-04-06","751736","1","1"
"2018-04-06","736864","4","1"
"2018-04-03","734592","0","1"
"2018-04-02","579602","2","1"
"2018-04-07","729691","0","1"
"2018-04-06","667925","1","1"
"2018-04-06","727468","4","1"
"2018-04-07","727941","4","1"
"2018-04-07","750579","4","1"
"2018-04-06","624728","0","1"
"2018-04-03","708927","0","1"
"2018-04-01","665387","1","2"
"2018-04-07","589332","1","1"
"2018-04-05","691508","4","1"
"2018-04-02","735275","3","1"
"2018-04-02","691536","1","1"
"2018-04-07","703463","2","1"
"2018-04-03","610304","3","1"
"2018-04-01","685559","1","2"
"2018-04-01","733313","0","1"
"2018-04-02","745124","4","1"
"2018-04-03","688620","1","1"
"2018-04-04","707404","3","1"
"2018-04-04","736957","2","1"
"2018-04-04","674460","4","1"
"2018-04-04","685314","1","1"
"2018-04-04","736077","3","1"
"2018-04-04","710238","2","1"
"2018-04-04","696898","4","1"
"2018-04-04","741657","3","1"
"2018-04-05","741810","0","1"
"2018-04-05","729452","1","1"
"2018-04-05","730733","2","1"
"2018-04-06","738954","3","1"
"2018-04-06","729059","4","2"
"2018-04-06","681353","0","2"
"2018-04-06","742386","3","1"
"2018-04-07","728535","2","1"
"2018-04-07","713686","0","1"
"2018-04-03","686694","0","1"
"2018-04-04","713052","4","2"
"2018-04-03","702687","4","1"
"2018-04-07","722274","0","1"
"2018-04-06","726692","0","1"
"2018-04-04","730542","4","1"
"2018-04-03","650490","3","1"
"2018-04-04","751021","0","1"
"2018-04-07","609052","4","1"
"2018-04-05","746554","1","1"
"2018-04-01","656392","0","1"
"2018-04-01","746059","1","5"
"2018-04-01","734803","3","1"
"2018-04-01","690540","1","3"
"2018-04-01","746527","4","3"
"2018-04-01","742406","0","4"
"2018-04-01","700280","4","3"
"2018-04-01","653803","1","3"
"2018-04-01","679075","4","2"
"2018-04-01","720003","3","2"
"2018-04-01","694218","4","2"
"2018-04-01","711348","0","3"
"2018-04-02","646316","4","4"
"2018-04-02","724957","0","1"
"2018-04-02","615347","3","1"
"2018-04-02","721666","1","2"
"2018-04-02","706178","1","3"
"2018-04-03","689061","1","4"
"2018-04-04","616575","3","2"
"2018-04-05","649658","0","2"
"2018-04-05","746320","1","1"
"2018-04-05","726627","0","5"
"2018-04-05","735477","3","1"
"2018-04-05","696898","4","3"
"2018-04-05","621173","0","4"
"2018-04-05","706600","1","2"
"2018-04-05","594028","1","4"
"2018-04-05","737402","0","1"
"2018-04-05","674072","1","4"
"2018-04-06","739526","4","2"
"2018-04-06","734912","1","7"
"2018-04-06","748227","3","2"
"2018-04-06","616597","4","3"
"2018-04-06","670993","2","1"
"2018-04-06","736143","4","1"
"2018-04-06","709600","3","2"
"2018-04-06","717064","1","3"
"2018-04-07","746851","1","2"
"2018-04-07","710533","3","2"
"2018-04-07","563771","3","1"
"2018-04-07","733868","1","3"
"2018-04-07","658282","2","3"
"2018-04-07","671369","0","2"
"2018-04-07","748173","1","4"
"2018-04-07","739526","2","2"
"2018-04-07","682331","0","3"
"2018-04-07","653484","2","4"
"2018-04-07","721874","1","2"
"2018-04-02","728572","3","1"
"2018-04-04","732770","4","2"
"2018-04-01","609939","4","1"
"2018-04-02","715875","0","1"
"2018-04-05","621013","4","1"
"2018-04-04","749981","0","1"
"2018-04-03","713213","4","1"
"2018-04-02","727224","1","1"
"2018-04-07","744062","4","1"
"2018-04-01","736201","4","3"
"2018-04-04","642747","2","2"
"2018-04-01","693897","2","1"
"2018-04-01","728282","3","3"
"2018-04-01","746021","0","2"
"2018-04-01","713503","0","2"
"2018-04-01","686236","3","1"
"2018-04-01","692094","0","3"
"2018-04-01","724633","4","2"
"2018-04-01","729014","1","2"
"2018-04-01","734533","2","3"
"2018-04-02","702772","0","2"
"2018-04-02","706843","3","1"
"2018-04-02","687173","0","2"
"2018-04-02","748373","2","1"
"2018-04-03","733901","0","2"
"2018-04-03","689222","4","1"
"2018-04-03","726479","2","1"
"2018-04-04","718831","1","3"
"2018-04-05","711329","0","2"
"2018-04-05","634379","2","2"
"2018-04-05","721322","1","3"
"2018-04-05","708785","1","1"
"2018-04-06","741201","2","2"
"2018-04-06","616555","1","3"
"2018-04-06","627865","4","1"
"2018-04-06","708230","3","2"
"2018-04-06","635672","3","3"
"2018-04-07","715863","1","2"
"2018-04-07","735849","0","2"
"2018-04-07","700098","0","1"
"2018-04-07","742436","3","1"
"2018-04-07","619375","2","1"
"2018-04-07","726160","0","1"
"2018-04-01","751257","0","1"
"2018-04-07","708975","2","2"
"2018-04-03","722022","3","1"
"2018-04-03","616196","1","1"
"2018-04-07","726170","4","2"
"2018-04-07","609547","0","2"
"2018-04-06","708503","3","2"
"2018-04-02","732669","3","2"
"2018-04-02","745038","0","1"
"2018-04-03","685403","4","1"
"2018-04-04","633400","1","1"
"2018-04-07","743263","4","5"
"2018-04-05","656685","2","1"
"2018-04-01","622374","4","1"
"2018-04-01","615355","2","2"
"2018-04-02","729068","4","1"
"2018-04-02","732895","0","2"
"2018-04-03","615738","3","1"
"2018-04-04","735922","1","1"
"2018-04-04","702548","0","1"
"2018-04-05","732257","0","2"
"2018-04-05","720000","4","1"
"2018-04-05","712570","0","2"
"2018-04-05","725383","4","1"
"2018-04-06","748845","0","1"
"2018-04-02","708740","1","1"
"2018-04-05","660392","2","1"
"2018-04-06","636872","3","1"
"2018-04-01","736825","3","1"
"2018-04-02","706600","0","1"
"2018-04-02","713869","0","1"
"2018-04-02","675472","0","1"
"2018-04-03","723502","3","1"
"2018-04-03","737423","1","1"
"2018-04-04","582244","0","1"
"2018-04-04","703801","0","1"
"2018-04-04","695202","2","1"
"2018-04-04","642469","1","1"
"2018-04-04","737915","3","1"
"2018-04-04","718182","2","1"
"2018-04-04","617559","0","1"
"2018-04-05","727205","3","4"
"2018-04-06","691075","3","1"
"2018-04-07","639730","4","2"
"2018-04-07","684519","2","1"
"2018-04-07","696898","0","1"
"2018-04-07","727984","3","1"
"2018-04-07","706600","2","1"
"2018-04-03","612648","1","1"
"2018-04-04","733504","1","1"
"2018-04-07","620059","4","1"
"2018-04-02","729612","3","1"
"2018-04-05","742132","3","1"
"2018-04-04","686353","4","1"
"2018-04-02","672893","3","1"
"2018-04-07","703253","1","1"
"2018-04-01","616583","3","3"
"2018-04-01","685536","0","2"
"2018-04-01","640322","2","3"
"2018-04-01","742436","0","3"
"2018-04-01","726120","3","1"
"2018-04-01","746813","0","6"
"2018-04-01","725731","0","1"
"2018-04-01","715820","2","3"
"2018-04-01","743424","3","1"
"2018-04-01","739344","0","1"
"2018-04-01","651639","0","1"
"2018-04-02","737375","0","3"
"2018-04-02","740767","4","7"
"2018-04-03","733160","4","1"
"2018-04-03","733054","0","1"
"2018-04-03","742898","3","4"
"2018-04-03","737614","4","1"
"2018-04-03","714539","1","1"
"2018-04-03","735496","1","1"
"2018-04-03","728212","2","1"
"2018-04-03","601552","3","3"
"2018-04-04","729900","4","1"
"2018-04-05","609401","0","4"
"2018-04-05","632115","0","1"
"2018-04-05","742521","4","2"
"2018-04-05","715896","0","3"
"2018-04-05","631584","4","1"
